isDeleted,make,model,price,release_date,size,style,transmission_type
FALSE,BMW,7 Series,84500,2017,Large,Sedan,AUTOMATIC
FALSE,BMW,7 Series,81500,2017,Large,Sedan,AUTOMATIC
FALSE,Porsche,718 Cayman,53900,2017,Compact,Coupe,MANUAL
FALSE,Porsche,718 Cayman,66300,2017,Compact,Coupe,MANUAL
FALSE,Toyota,86,26255,2017,Compact,Coupe,MANUAL
FALSE,Toyota,86,26975,2017,Compact,Coupe,AUTOMATIC
FALSE,Porsche,911,159200,2017,Compact,Coupe,AUTOMATED_MANUAL
FALSE,Porsche,911,108600,2017,Compact,Coupe,MANUAL
FALSE,Porsche,911,200400,2017,Compact,Convertible,AUTOMATED_MANUAL
FALSE,Porsche,911,115700,2017,Compact,Convertible,MANUAL
FALSE,Porsche,911,110300,2017,Compact,Coupe,MANUAL
FALSE,Porsche,911,122600,2017,Compact,Coupe,MANUAL
FALSE,Porsche,911,103400,2017,Compact,Coupe,MANUAL
FALSE,Porsche,911,96300,2017,Compact,Coupe,MANUAL
FALSE,Porsche,911,101700,2017,Compact,Convertible,MANUAL
FALSE,Porsche,911,171500,2017,Compact,Convertible,AUTOMATED_MANUAL
FALSE,Porsche,911,188100,2017,Compact,Coupe,AUTOMATED_MANUAL
FALSE,Porsche,911,108600,2017,Compact,Convertible,MANUAL
FALSE,Porsche,911,122600,2017,Compact,Convertible,MANUAL
FALSE,Porsche,911,89400,2017,Compact,Coupe,MANUAL
FALSE,Audi,A3,43150,2017,Compact,Sedan,AUTOMATED_MANUAL
FALSE,Audi,A3,40150,2017,Compact,Sedan,AUTOMATED_MANUAL
FALSE,Audi,A3,37450,2017,Compact,Sedan,AUTOMATED_MANUAL
FALSE,Audi,A3,37600,2017,Compact,Convertible,AUTOMATED_MANUAL
FALSE,Audi,A3,34450,2017,Compact,Sedan,AUTOMATED_MANUAL
FALSE,Audi,A3,40300,2017,Compact,Convertible,AUTOMATED_MANUAL
FALSE,Audi,A3,49250,2017,Compact,Convertible,AUTOMATED_MANUAL
FALSE,Audi,A3,43550,2017,Compact,Convertible,AUTOMATED_MANUAL
FALSE,Audi,A3,31200,2017,Compact,Sedan,AUTOMATED_MANUAL
FALSE,Audi,A3,40850,2017,Compact,Convertible,AUTOMATED_MANUAL
FALSE,Audi,A3,46550,2017,Compact,Convertible,AUTOMATED_MANUAL
FALSE,Audi,A3,34200,2017,Compact,Sedan,AUTOMATED_MANUAL
FALSE,Audi,A4 allroad,51400,2017,Midsize,Wagon,AUTOMATED_MANUAL
FALSE,Audi,A4 allroad,44000,2017,Midsize,Wagon,AUTOMATED_MANUAL
FALSE,Audi,A4 allroad,47000,2017,Midsize,Wagon,AUTOMATED_MANUAL
FALSE,Audi,A4,37300,2017,Midsize,Sedan,AUTOMATED_MANUAL
FALSE,Audi,A4,34900,2017,Midsize,Sedan,AUTOMATED_MANUAL
FALSE,Audi,A4,48000,2017,Midsize,Sedan,AUTOMATED_MANUAL
FALSE,Audi,A4,43200,2017,Midsize,Sedan,AUTOMATED_MANUAL
FALSE,Audi,A4,41100,2017,Midsize,Sedan,AUTOMATED_MANUAL
FALSE,Audi,A4,45900,2017,Midsize,Sedan,AUTOMATED_MANUAL
FALSE,Audi,A4,39400,2017,Midsize,Sedan,AUTOMATED_MANUAL
FALSE,Audi,A4,38700,2017,Midsize,Sedan,AUTOMATED_MANUAL
FALSE,Audi,A4,37850,2017,Midsize,Sedan,AUTOMATED_MANUAL
FALSE,Audi,A4,42350,2017,Midsize,Sedan,AUTOMATED_MANUAL
FALSE,Audi,A5,41200,2017,Midsize,Coupe,MANUAL
FALSE,Audi,A5,48600,2017,Midsize,Convertible,AUTOMATIC
FALSE,Audi,A5,42200,2017,Midsize,Coupe,AUTOMATIC
FALSE,Audi,A6,53800,2017,Midsize,Sedan,AUTOMATIC
FALSE,Audi,A6,61600,2017,Midsize,Sedan,AUTOMATIC
FALSE,Audi,A6,67600,2017,Midsize,Sedan,AUTOMATIC
FALSE,Audi,A6,58600,2017,Midsize,Sedan,AUTOMATIC
FALSE,Audi,A6,49800,2017,Midsize,Sedan,AUTOMATIC
FALSE,Audi,A6,51600,2017,Midsize,Sedan,AUTOMATED_MANUAL
FALSE,Audi,A6,47600,2017,Midsize,Sedan,AUTOMATED_MANUAL
FALSE,Audi,A7,68800,2017,Large,Sedan,AUTOMATIC
FALSE,Audi,A7,71350,2017,Large,Sedan,AUTOMATIC
FALSE,Audi,A8,91500,2017,Large,Sedan,AUTOMATIC
FALSE,Audi,A8,82500,2017,Large,Sedan,AUTOMATIC
FALSE,GMC,Acadia Limited,43850,2017,Midsize,4dr SUV,AUTOMATIC
FALSE,GMC,Acadia Limited,45850,2017,Midsize,4dr SUV,AUTOMATIC
FALSE,GMC,Acadia,38350,2017,Midsize,4dr SUV,AUTOMATIC
FALSE,GMC,Acadia,43750,2017,Midsize,4dr SUV,AUTOMATIC
FALSE,GMC,Acadia,35070,2017,Midsize,4dr SUV,AUTOMATIC
FALSE,GMC,Acadia,32450,2017,Midsize,4dr SUV,AUTOMATIC
FALSE,GMC,Acadia,37070,2017,Midsize,4dr SUV,AUTOMATIC
FALSE,GMC,Acadia,41450,2017,Midsize,4dr SUV,AUTOMATIC
FALSE,GMC,Acadia,34450,2017,Midsize,4dr SUV,AUTOMATIC
FALSE,GMC,Acadia,29070,2017,Midsize,4dr SUV,AUTOMATIC
FALSE,GMC,Acadia,44920,2017,Midsize,4dr SUV,AUTOMATIC
FALSE,GMC,Acadia,46920,2017,Midsize,4dr SUV,AUTOMATIC
FALSE,GMC,Acadia,41750,2017,Midsize,4dr SUV,AUTOMATIC
FALSE,Honda,Accord Hybrid,29605,2017,Midsize,Sedan,AUTOMATIC
FALSE,Honda,Accord Hybrid,32905,2017,Midsize,Sedan,AUTOMATIC
FALSE,Honda,Accord Hybrid,35955,2017,Midsize,Sedan,AUTOMATIC
FALSE,Honda,Accord,26215,2017,Midsize,Sedan,AUTOMATIC
FALSE,Honda,Accord,25730,2017,Midsize,Sedan,MANUAL
FALSE,Honda,Accord,25415,2017,Midsize,Sedan,MANUAL
FALSE,Honda,Accord,24875,2017,Midsize,Coupe,AUTOMATIC
FALSE,BMW,ALPINA B6 Gran Coupe,122500,2017,Large,Sedan,AUTOMATIC
FALSE,BMW,ALPINA B7,137000,2017,Large,Sedan,AUTOMATIC
FALSE,Nissan,Altima,25460,2017,Midsize,Sedan,AUTOMATIC
FALSE,Nissan,Altima,22500,2017,Midsize,Sedan,AUTOMATIC
FALSE,Nissan,Altima,32690,2017,Midsize,Sedan,AUTOMATIC
FALSE,Nissan,Altima,22900,2017,Midsize,Sedan,AUTOMATIC
FALSE,Nissan,Altima,27990,2017,Midsize,Sedan,AUTOMATIC
FALSE,Nissan,Altima,24470,2017,Midsize,Sedan,AUTOMATIC
FALSE,Nissan,Altima,28570,2017,Midsize,Sedan,AUTOMATIC
FALSE,Mercedes-Benz,AMG GT,131200,2017,Compact,Coupe,AUTOMATIC
FALSE,Mercedes-Benz,AMG GT,111200,2017,Compact,Coupe,AUTOMATIC
FALSE,Nissan,Armada,49650,2017,Large,4dr SUV,AUTOMATIC
FALSE,Nissan,Armada,57590,2017,Large,4dr SUV,AUTOMATIC
FALSE,Nissan,Armada,60490,2017,Large,4dr SUV,AUTOMATIC
FALSE,Nissan,Armada,52550,2017,Large,4dr SUV,AUTOMATIC
FALSE,Nissan,Armada,44900,2017,Large,4dr SUV,AUTOMATIC
FALSE,Nissan,Armada,47800,2017,Large,4dr SUV,AUTOMATIC
FALSE,Cadillac,ATS Coupe,43395,2017,Compact,Coupe,AUTOMATIC
FALSE,Cadillac,ATS Coupe,37595,2017,Compact,Coupe,AUTOMATIC
FALSE,Cadillac,ATS Coupe,39995,2017,Compact,Coupe,AUTOMATIC
FALSE,Cadillac,ATS Coupe,49495,2017,Compact,Coupe,AUTOMATIC
FALSE,Cadillac,ATS Coupe,41395,2017,Compact,Coupe,AUTOMATIC
FALSE,Cadillac,ATS Coupe,46995,2017,Compact,Coupe,AUTOMATIC
FALSE,Cadillac,ATS Coupe,48995,2017,Compact,Coupe,AUTOMATIC
FALSE,Cadillac,ATS-V,62895,2017,Compact,Coupe,MANUAL
FALSE,Cadillac,ATS-V,60695,2017,Compact,Sedan,MANUAL
FALSE,Cadillac,ATS,46995,2017,Midsize,Sedan,AUTOMATIC
FALSE,Cadillac,ATS,40395,2017,Midsize,Sedan,AUTOMATIC
FALSE,Cadillac,ATS,43995,2017,Midsize,Sedan,AUTOMATIC
FALSE,Cadillac,ATS,45995,2017,Midsize,Sedan,AUTOMATIC
FALSE,Cadillac,ATS,34595,2017,Midsize,Sedan,AUTOMATIC
FALSE,Cadillac,ATS,36595,2017,Midsize,Sedan,AUTOMATIC
FALSE,Cadillac,ATS,38395,2017,Midsize,Sedan,AUTOMATIC
FALSE,Toyota,Avalon Hybrid,42550,2017,Midsize,Sedan,AUTOMATIC
FALSE,Toyota,Avalon Hybrid,38700,2017,Midsize,Sedan,AUTOMATIC
FALSE,Toyota,Avalon Hybrid,37250,2017,Midsize,Sedan,AUTOMATIC
FALSE,Toyota,Avalon,41050,2017,Midsize,Sedan,AUTOMATIC
FALSE,Toyota,Avalon,37650,2017,Midsize,Sedan,AUTOMATIC
FALSE,Toyota,Avalon,33250,2017,Midsize,Sedan,AUTOMATIC
FALSE,Toyota,Avalon,36450,2017,Midsize,Sedan,AUTOMATIC
FALSE,Toyota,Avalon,35000,2017,Midsize,Sedan,AUTOMATIC
FALSE,Hyundai,Azera,34100,2017,Midsize,Sedan,AUTOMATIC
FALSE,Hyundai,Azera,39300,2017,Midsize,Sedan,AUTOMATIC
FALSE,Mercedes-Benz,B-Class Electric Drive,39900,2017,Compact,4dr Hatchback,DIRECT_DRIVE
FALSE,Volkswagen,Beetle,19995,2017,Compact,2dr Hatchback,AUTOMATIC
FALSE,Volkswagen,Beetle,23995,2017,Compact,2dr Hatchback,AUTOMATIC
FALSE,Volkswagen,Beetle,21890,2017,Compact,2dr Hatchback,AUTOMATIC
FALSE,Volkswagen,Beetle,32550,2017,Compact,2dr Hatchback,AUTOMATED_MANUAL
FALSE,Volkswagen,Beetle,25975,2017,Compact,2dr Hatchback,AUTOMATIC
FALSE,Volkswagen,Beetle,22450,2017,Compact,2dr Hatchback,AUTOMATIC
FALSE,Chevrolet,Bolt EV,40905,2017,Compact,4dr Hatchback,DIRECT_DRIVE
FALSE,Chevrolet,Bolt EV,36620,2017,Compact,4dr Hatchback,DIRECT_DRIVE
FALSE,Subaru,BRZ,28745,2017,Compact,Coupe,AUTOMATIC
FALSE,Subaru,BRZ,29695,2017,Compact,Coupe,MANUAL
FALSE,Subaru,BRZ,25495,2017,Compact,Coupe,MANUAL
FALSE,Subaru,BRZ,27645,2017,Compact,Coupe,MANUAL
FALSE,Mercedes-Benz,C-Class,41500,2017,Midsize,Sedan,AUTOMATIC
FALSE,Mercedes-Benz,C-Class,41850,2017,Midsize,Sedan,AUTOMATIC
FALSE,Mercedes-Benz,C-Class,75000,2017,Midsize,Coupe,AUTOMATIC
FALSE,Mercedes-Benz,C-Class,52900,2017,Midsize,Convertible,AUTOMATIC
FALSE,Mercedes-Benz,C-Class,50900,2017,Midsize,Convertible,AUTOMATIC
FALSE,Ford,C-Max Hybrid,24120,2017,Compact,Wagon,AUTOMATIC
FALSE,Ford,C-Max Hybrid,27120,2017,Compact,Wagon,AUTOMATIC
FALSE,Kia,Cadenza,38990,2017,Midsize,Sedan,AUTOMATIC
FALSE,Kia,Cadenza,31990,2017,Midsize,Sedan,AUTOMATIC
FALSE,Kia,Cadenza,44390,2017,Midsize,Sedan,AUTOMATIC
FALSE,Chevrolet,Camaro,42905,2017,Midsize,Convertible,MANUAL
FALSE,Chevrolet,Camaro,47905,2017,Midsize,Convertible,MANUAL
FALSE,Chevrolet,Camaro,35605,2017,Midsize,Convertible,MANUAL
FALSE,Chevrolet,Camaro,32600,2017,Midsize,Convertible,AUTOMATIC
FALSE,Chevrolet,Camaro,41905,2017,Midsize,Coupe,MANUAL
FALSE,Chevrolet,Camaro,36905,2017,Midsize,Coupe,MANUAL
FALSE,Chevrolet,Camaro,30405,2017,Midsize,Coupe,MANUAL
FALSE,Chevrolet,Camaro,26600,2017,Midsize,Coupe,AUTOMATIC
FALSE,Chevrolet,Camaro,25905,2017,Midsize,Coupe,MANUAL
FALSE,Chevrolet,Camaro,61140,2017,Midsize,Coupe,MANUAL
FALSE,Chevrolet,Camaro,31905,2017,Midsize,Convertible,MANUAL
FALSE,Chevrolet,Camaro,67140,2017,Midsize,Convertible,MANUAL
FALSE,Toyota,Camry Hybrid,26790,2017,Midsize,Sedan,AUTOMATIC
FALSE,Toyota,Camry Hybrid,27995,2017,Midsize,Sedan,AUTOMATIC
FALSE,Toyota,Camry Hybrid,30140,2017,Midsize,Sedan,AUTOMATIC
FALSE,Toyota,Camry,23070,2017,Midsize,Sedan,AUTOMATIC
FALSE,Toyota,Camry,23840,2017,Midsize,Sedan,AUTOMATIC
FALSE,Toyota,Camry,26310,2017,Midsize,Sedan,AUTOMATIC
FALSE,Toyota,Camry,31370,2017,Midsize,Sedan,AUTOMATIC
FALSE,Toyota,Camry,31370,2017,Midsize,Sedan,AUTOMATIC
FALSE,Toyota,Camry,26310,2017,Midsize,Sedan,AUTOMATIC
FALSE,Buick,Cascada,36065,2017,Midsize,Convertible,AUTOMATIC
FALSE,Buick,Cascada,33065,2017,Midsize,Convertible,AUTOMATIC
FALSE,Buick,Cascada,37065,2017,Midsize,Convertible,AUTOMATIC
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
